text;name;labels
It is a docile Pokémon and generally prefers to flee from its enemies rather than fight them;Pidgey;15
By flapping its wings rapidly, it can whip up dust clouds and create whirlwinds to protect itself and flush out potential prey;Pidgey;15
In Generation III, Feather Dance was its signature move;Pidgey;15
Pidgey is very common throughout its range and can often be seen in meadows and temperate forests;Pidgey;15
Ekans and Sneasel are natural predators of Pidgey;Pidgey;15
Pidgey preys on Seedot;Pidgey;15
Pidgeotto resembles a small hawk and is brightly colored with red and yellow feathers;Pidgeotto;16
Due to similarities between Pidgeotto and its evolved form, Pidgeot, many players often get the two confused;Pidgeotto;16
Its beak and claws are as sharp as its eyesight;Pidgeotto;16
Pidgeotto has outstanding vision as it is able to distinguish its prey from high distances;Pidgeotto;16
It is able to carry its prey for over 60 miles;Pidgeotto;16
Pidgeotto can be dangerous and should be approached with caution;Pidgeotto;16
This is due to its large size and aggressive territorial nature;Pidgeotto;16
It will attack anything with its sharp claws that wanders into its territory if it perceives the intruder as a threat, which it often does;Pidgeotto;16
Pidgeotto is known to be carnivorous as they are shown to prey on several Pokémon such as Exeggcute, Caterpie, and Magikarp;Pidgeotto;16
most urban Pidgey nearing evolution migrate, often in flocks, to the nearby forests where they hunt they then split up and stake out their own territories;Pidgeotto;16
Pidgeotto evolves from Pidgey starting at level 18, and evolves into Pidgeot starting at level 36;Pidgeotto;16
Pidgeotto is a raptor-like avian Pokémon;Pidgeotto;16
It is covered with brown feathers, has a cream-colored face, underside, and flight feathers;Pidgeotto;16
It has a crest of pinkish-red feathers on its head and black, angular markings behind its black eyes;Pidgeotto;16
The plumage of its tail has alternating red and yellow feathers with ragged tips;Pidgeotto;16
Pidgeotto's beak and legs are pink;Pidgeotto;16
Two of its toes point forward, while one points backward;Pidgeotto;16
Additionally, it has powerful, sharp talons that it uses to grasp prey;Pidgeotto;16
Pidgeotto is a powerful flier capable of carrying prey several miles to its nest;Pidgeotto;16
It has amazing vision, which helps it locate preferred prey Pokémon such as Exeggcute and Magikarp;Pidgeotto;16
The anime has also depicted it preying on Caterpie;Pidgeotto;16
Pidgeotto claims a sprawling territory of more than 60 miles (100 kilometers), which it defends fiercely;Pidgeotto;16
Its nest is usually in the center of its territory and it circles its territory throughout the day, looking out for food and intruders;Pidgeotto;16
It is most often found in temperate forests;Pidgeotto;16
In Generation III, Feather Dance was its signature move;Pidgeotto;16
Pidgeot resembles a large, feathery bird with huge wings;Pidgeot;17
It has a brightly colored crest and tail;Pidgeot;17
Many trainers are drawn to Pidgeot because of its lovely feathers;Pidgeot;17
The beautiful colors of its crest are particularly striking;Pidgeot;17
It is easily confused with Pidgeotto because the only difference without a relative size comparison is that Pigeot's tail and crest coloring switch from those of Pidgeotto's;Pidgeot;17
Pidgeot is even more dangerous than its previous evolutionary stage;Pidgeot;17
This is because it is bulkier and more aggressive than Pidgeotto, enabling it to catch much bigger prey;Pidgeot;17
A favorite target is Magikarp, which Pidgeot can spot from a great distance;Pidgeot;17
Trainers should be very careful when approaching this Pokémon in the wild;Pidgeot;17
While still territorial, they no longer attack others for simply entering their turfs rather, they wait and use their keen eyesight to watch from far away, seeing whether their intruders have ill intentions;Pidgeot;17
If they are not endangering the Pokémon or their offspring, they will leave them be;Pidgeot;17
However, they will defeat potential threats without hesitation using their powerful chest muscles to whip up windstorms strong enough to bend tall trees;Pidgeot;17
When approached, Pidgeot will spread out their wings to intimidate foes;Pidgeot;17
If the tactic fails, they will quickly resort to flapping their wings to create powerful gusts before attacking with their talons;Pidgeot;17
The beautiful, glossy feathers on their heads are symbols of speed in popular culture;Pidgeot;17
Pidgeot is a powerful flier, capable of creating whirlwinds strong enough to bend trees;Pidgeot;17
At maximum velocity, it can reach speeds of Mach 2 (around 1522;Pidgeot;17
2mph);Pidgeot;17
Pidgeot can also fly faster than Staraptor if it wants to;Pidgeot;17
With its powerful claws and strength, it can pick up almost any foe;Pidgeot;17
When Mega Evolved, its muscles are even stronger now, allowing it to fly for two weeks nonstop;Pidgeot;17
Pidgeot evolves from Pidgeotto starting at level 36;Pidgeot;17
Pidgeot can further evolve into Mega Pidgeot using the Pidgeotite;Pidgeot;17
Pidgeot is an avian Pokémon with large wings, sharp talons, and a short, hooked beak;Pidgeot;17
Its glossy plumage is mostly brown with cream-colored underparts and flight feathers;Pidgeot;17
Its head has a decorated crest that is nearly as long as its body;Pidgeot;17
The center feathers of its crest are yellow, while the outer feathers are red;Pidgeot;17
The fan-like feathers of its tail are red or brown;Pidgeot;17
Its beak and legs are pink, and there are three forward-facing toes and one backward-facing toe on each foot;Pidgeot;17
Behind each eye is an angular black marking;Pidgeot;17
Pidgeot's powerful wings are capable of stirring up windstorms in just a few flaps, and it may spread its wings to intimidate enemies;Pidgeot;17
This Pokémon is capable of flying faster than the speed of sound;Pidgeot;17
Its plumage is often described as beautiful, making it a popular choice for skilled Trainers;Pidgeot;17
In Generation III, Feather Dance was its signature move;Pidgeot;17
Pidgeot typically dwells in temperate forests with thick growth and large trees;Pidgeot;17
It is known to prey on Magikarp, which it can spot from great heights;Pidgeot;17
Pidgeot grows noticeably when it Mega Evolves, developing a larger body and longer, broader wings;Pidgeot;17
Its wingtips and tail feathers are tipped with cyan, and its cream coloring is now white;Pidgeot;17
Its eyes turn magenta and its pupils turn white;Pidgeot;17
Mega Pidgeot has an even more elaborate crest on its head, with a streamer-like magenta plume extending from a mane of yellow feathers;Pidgeot;17
A magenta feather projects from the front of its crest and there is a single magenta highlight on the left side;Pidgeot;17
The crest is sensitive to air currents, acting like a large antenna and stabilizing Mega Pidgeot's flight;Pidgeot;17
1 Additionally, its increased wing power allows it to fly for two weeks without rest;Pidgeot;17
Rattata is rat-like, with large incisors, a slight hump on its back towards the rear, a slightly pudgy belly, and a whisker on both sides;Rattata;18
Female Rattata have shorter whiskers than the males;Rattata;18
The fur of a normal variant is purple, with a white or cream colored underside: the fur of an Alolan variant is black with dark cram underside;Rattata;18
Rattata have red eyes, with no obvious pupils;Rattata;18
The tail is long, and curled slightly at the tip;Rattata;18
Rattata have three-toed paws, which are the same color as its underbelly;Rattata;18
Rattata that live in the Alola region have black fur instead of the usual purple;Rattata;18
Their undersides are now a darker beige color and their fur is much scruffier, leaving their whiskers as tufts that resemble a moustache;Rattata;18
The inside of their ears is also a dark blue color;Rattata;18
Rattata's teeth grow very quickly and they can survive almost anywhere;Rattata;18
It's happy to nest just about anywhere;Rattata;18
They also utilize their teeth so they can use attacks such as Super Fang and Bite;Rattata;18
Rattata is always on the alert;Rattata;18
Even while asleep, Rattata constantly moves its ears to listen around;Rattata;18
Alolan Rattata are very aware of their surroundings, even changing the way they act in order to evade Yungoos;Rattata;18
They are nocturnal and form big nests with an Alolan Raticate leader;Rattata;18
They are known to sneak into people's homes and steal food, fresh or spoiled, while returning the food to their dens where it is either stored or given to the Raticate leader of the den;Rattata;18
Rattata evolves into Raticate starting at level 20;Rattata;18
Rattata is a small, quadrupedal rodent Pokémon;Rattata;18
It has purple fur with a cream-colored face, paws, and underbelly;Rattata;18
It has narrow eyes containing white sclera and pupil with red irises, rounded ears with cream-colored insides, and a single whisker on each cheek;Rattata;18
Its long tail is tightly curled at the end;Rattata;18
Its most notable feature is its large teeth;Rattata;18
Like most rodents, its teeth grow continuously throughout its life and must be worn down by gnawing;Rattata;18
A female Rattata will have shorter whiskers and lighter fur;Rattata;18
Rattata can live wherever it can find food, which it searches for most of the day;Rattata;18
Thanks to its sharp fangs, it is able to chew on nearly anything;Rattata;18
When it is threatened, Rattata can deliver a powerful bite;Rattata;18
Prior to Generation IV, Hyper Fang and Super Fang were its signature moves;Rattata;18
Rattata constantly keep their ears up and will immediately scurry away from the slightest sound;Rattata;18
Furret is the natural predator of Rattata;Rattata;18
Its hardiness lets it live in many environments, although it mainly lives on plains and savannas;Rattata;18
Because it reproduces so quickly, a pair of Rattata can quickly colonize an area;Rattata;18
Rattata are non-native to Alola and arrived in cargo ships;Rattata;18
The Rattata population in Alola was booming until Yungoos was imported as a control measure;Rattata;18
In order to avoid these new predators, Rattata altered its habits;Rattata;18
It moved to more urban areas, became nocturnal, and formed large nests led by Raticate;Rattata;18
1 Alolan Rattata searches out fresh food by smell and ignore anything spoiled;Rattata;18
It has even been known to sneak into people's homes to find food;Rattata;18
It has dark gray fur and grayish-purple ear insides;Rattata;18
There are two tufts of fur on each ear and near the tip of its tail;Rattata;18
Its long, thin whiskers are replaced by shorter, thicker tufts of fur as well;Rattata;18
The line where its cream underbelly meets its gray fur is ragged instead of smooth;Rattata;18
This variant of Rattata is the shortest Dark-type;Rattata;18
Compared to Rattata, Raticate is far more of a predator, and the majority of its features are adapted for this purpose;Raticate;19
Its most notable feature are its large teeth like most rodents, Raticate's teeth grow continuously throughout its life, and must be constantly worn down by gnawing;Raticate;19
It is also known that Raticate's fangs are tough enough to break through concrete;Raticate;19
It has long whiskers and a long tail;Raticate;19
Raticate looks like a pudgy rat, just like Rattata;Raticate;19
Raticate tends to stand on its hind legs, as opposed to its pre-evolution;Raticate;19
Raticate in Alola have grown black fur to help camouflage themselves due to their nocturnal nature;Raticate;19
They now sport a pair of squinted eyes with red irises and a face with large cream-colored cheeks that have four whiskers below them and two pairs of whiskers sprouting out;Raticate;19
A patch on their stomach as well as the inside of their ears is a brown;Raticate;19
Raticate remain just as much a nuisance to homeowners, only more aggressive;Raticate;19
Luckily, however, they also live in smaller groups, as large groups Rattata generally split into groups of 8 to 10 or so upon evolution;Raticate;19
If a Raticate feels threatened, it will stand on its hind legs and let out a shrill shriek, calling its groupmates to join and defend it;Raticate;19
The best way to defend against Raticate in the home is to prevent Rattata from invading in the first place before they evolve;Raticate;19
Alternatively, Persian and Purugly can also deal with Raticate;Raticate;19
An Alolan Raticate will exert control over a group of Alolan Rattata that it will send out to search for food;Raticate;19
Since these Pokémon are primarily urban, they can find calorie-dense foods much more easily additionally, since these bosses rarely leave their nests, they do not have to burn much energy on hunting or moving;Raticate;19
Alolan Raticate can afford to be very picky about their food because they obtain so much of it, stockpiling the bulk of what their underlings bring in their nests;Raticate;19
They have highly developed taste buds that help them discern the freshest items;Raticate;19
Ironically, this makes them useful to restaurant chefs, who often employ them in places where their cousins would be seen as pests;Raticate;19
Alolan Raticate are fiercely territorial against others of their kind, engaging in 'turf wars' where Alolan Rattata groups fight one another for control;Raticate;19
Only when all of its underlings have fallen will an Alolan Raticate emerge to fight on its own;Raticate;19
Their webbed feet;Raticate;19
a trait they share with their mainland relatives, enable them to swim from island to island with surprising ease;Raticate;19
To compensate for its steadily growing teeth, Raticate gnaws on hard things such as buildings, even being able to topple them down when doing so;Raticate;19
Also, its webbed feet allow it to swim well when it hunts;Raticate;19
Alolan Raticate live in dens created by Alolan Rattata;Raticate;19
They order Rattata to collect food for it, which is stockpiled in the dens;Raticate;19
Despite the Rattata's tendency to steal any food, fresh or spoiled, Raticate prefers to eat only the best of the Rattata's stolen goods, usually eating nutrient foods such as Berries;Raticate;19
Raticate evolves from Rattata starting at level 20;Raticate;19
Raticate is a large, rodent-like Pokémon;Raticate;19
Although it is often depicted on its hind legs, it is a quadruped;Raticate;19
It is primarily tawny-colored with a cream underside;Raticate;19
It has narrow black eyes, ears with ragged edges and dark insides, and large incisors that grow constantly;Raticate;19
There are three whiskers on each side of its face, which it uses to maintain balance;Raticate;19
It has short arms with three-fingered hands and webbed feet with three toes;Raticate;19
The webbing on its feet allows it to swim;Raticate;19
Its tail is long and scaly;Raticate;19
A female will have shorter whiskers and lighter fur;Raticate;19
If attacked, Raticate stands up on its hind legs, bares its fangs and shrieks in an intimidating manner at its enemy;Raticate;19
It is willing to take on larger foes if provoked enough;Raticate;19
Its teeth are strong enough to gnaw through steel and their constant growth means it often needs to gnaw on something, like rocks and logs;Raticate;19
It may even chew on the walls of houses, and is capable of chewing through cinderblocks and toppling concrete buildings;Raticate;19
Prior to Generation IV, Hyper Fang and Super Fang were its signature moves;Raticate;19
This Pokémon typically lives in plains and savannas;Raticate;19
In Alola, Raticate has become heavier and darker due to its urban environment and higher calorie diet;Raticate;19
1 Its fur is mostly black with a brown, leaf-shaped patch on its belly and brown inside its ears;Raticate;19
Its hands, feet, cheeks, and tail are a whitish-cream color, and its hands are much smaller;Raticate;19
It has large, puffy cheeks with four whiskers under its chin and two sprouting sideways from the top of each cheek;Raticate;19
Its large incisors are still visible, but its eyes are now red;Raticate;19
This variant uses its nest as a food stockpile, and generally prefers to have the Alolan Rattata it commands to go out and forage for food while it remains in its nest and eats;Raticate;19
It is selective in what it eats, however, only eating fresh, high-quality foods, such as fruits;Raticate;19
Rumor has it that a certain high-class restaurant even exploits this selectivity, bringing Raticate along to buy ingredients and letting it taste test new dishes;Raticate;19
Spearow are an avian species of Pokémon characterized by its short stature, brown body, and pale red wings;Spearow;20
Its underbelly is beige while possessing a dark brown plumage on its head;Spearow;20
Spearow's rear is black and its tail feathers are a shade of brown;Spearow;20
Like all birds, it is equipped with talons used for manipulating objects or self-defense;Spearow;20
Spearow prey on insects, and sometimes Sunkern, in grassy areas by flushing them out with their stubby wings, and plucking at them with their beaks;Spearow;20
Spearow are very territorial, constantly buzzing about and calling with a loud cry that can be heard from half a mile away;Spearow;20
This cry serves to scare away predators and to keep in touch with other Spearow, though the latter is reserved as an alarm to its kind;Spearow;20
They are noted for being frail, for which they make up for with their Mirror Move ability;Spearow;20
Eggs laid by Spearow are known to be prey for hungry Ekans, which are known to be able to swallow them whole;Spearow;20
Spearow evolves into Fearow at level 20;Spearow;20
Spearow is an avian Pokémon that is very small;Spearow;20
It has rough, brown plumage on its head and three brown tail feathers;Spearow;20
It has narrow, dark brown eyes with white pupils and a short, hooked beak that is light pink;Spearow;20
The feathers covering its wings are pinkish-red with lighter tips, and it has a beige underside with two thin, horizontal stripes;Spearow;20
Its light pink feet have two toes in front and one in the back;Spearow;20
Black feathers cover its back;Spearow;20
Although inept at other aspects of its flying, such as height and distance, Spearow is still capable of flying quickly to protect its territory;Spearow;20
However, it must flap its wings at high speeds to stay aloft;Spearow;20
Spearow's loud shrieks can be heard over half a mile (one kilometer) away, and are used to warn other of its kind of danger;Spearow;20
In the anime, Spearow is revealed to see in black and white and will chase its foes in a large flock;Spearow;20
Spearow are found naturally in open habitats with warmer climates, mainly desolate wastelands and fields, where it hunts for insects;Spearow;20
Ekans is a natural predator of Spearow;Spearow;20
Fearow is a large, mostly brown bird Pokémon with a vulturine neck and broad, powerful wings;Fearow;21
It has a large wingspan, an elongated neck, and a thin, long beak: all characteristics being a radical departure from its short-winged, stubby-beaked, pre-evolved form, Spearow;Fearow;21
Like Spearow, Fearow are very territorial luckily for travelers, though, they prefer to keep to themselves, only attacking those who draw too near to their nests or young;Fearow;21
They use their narrow beaks to dig through soil or reach below the water to catch prey if needed;Fearow;21
Because they are known to attack Pokémon often viewed as “cute” and “popular”, such as Pichu, Fearow are often maligned in popular culture as wicked, heartless fighters;Fearow;21
However, anyone who has ever raised a Fearow know that while wary and sometimes aggressive to strangers, they can also be very loyal and protective Pokémon archaeologists have found carvings of them protecting people in Johto;Fearow;21
Fearow uses its great wings to catch air currents and effortlessly glide over large distances for as long as a day without having to land or rest;Fearow;21
It flies high into the sky, and swoops down at its prey;Fearow;21
By using a combination of its neck and beak, it has a long reach, allowing it to pluck bugs from the ground or easily pluck prey from soil or water as it swoops down;Fearow;21
If it senses danger, it avoids it if possible;Fearow;21
Fearow evolves from Spearow at level 20;Fearow;21
Fearow is a large, mostly brown avian Pokémon with a vulturine neck and broad, powerful wings;Fearow;21
It has a long, pointed, pink beak and a decorative red coxcomb on top of its head;Fearow;21
Its narrow eyes have very small pupils and do not appear to have colored irises;Fearow;21
It has shaggy, feathers at the base of its neck and covering the upper portion of its wings;Fearow;21
These feathers are cream-colored, as are the tips of its flight feathers;Fearow;21
Its sharp-clawed talons are pink, with three toes pointing forward and one pointing backward;Fearow;21
Fearow has been around mostly unchanged for many years, as a Pokémon resembling it has been seen on ancient murals;Fearow;21
Its large wings and stamina allow it to fly for an entire day without landing;Fearow;21
Its long neck and beak allow it to pluck prey from both land and water, and it has even been known to steal from unwary humans;Fearow;21
It will shoot upward, and then dive down to catch prey;Fearow;21
It will also catch tiny insects that hide underground and circle the ocean for fish;Fearow;21
Fearow are found naturally in open habitats with warmer climates, mainly wastelands and desolate fields;Fearow;21
Ekans is a snake-like Pokémon with purple and yellow coloring;Ekans;22
Its underside leading to its tail is yellow, and it has a yellow rattle at the tip of its tail;Ekans;22
Ekans have large, yellow eyes with slit, reptilian pupils;Ekans;22
Across its neck is a large, yellow band;Ekans;22
Ekans, like real snakes, have the ability to unhinge their jaws;Ekans;22
Ekans also share other characteristics with snakes, such as using its tongue to test the air for the presence of prey and shedding its skin;Ekans;22
An Ekans will lose its rattle once it evolves into Arbok;Ekans;22
Ekans often live in tall grassy areas where they slither with great stealth;Ekans;22
Ekans is also known to prey on Pokémon such as Pidgey, Spearow, and their eggs;Ekans;22
Though often associated as a land Pokémon, they are capable of swimming long distances;Ekans;22
When threatened in the wild, it will rattle its tail, flick its tongue to get its surroundings, and might use the move Glare to scare the opponent and have a possible getaway;Ekans;22
Ekans evolves into Arbok at level 22;Ekans;22
Ekans is a purple, serpentine Pokémon;Ekans;22
Its eyes, underbelly, the thick stripe around its neck, and rattle are yellow;Ekans;22
Ekans has three pairs of black lines encircling its body, as well as another line that connects to each slit-pupiled eye and curves toward its nose;Ekans;22
Its large mouth has a round, pink tongue and no visible teeth;Ekans;22
While painful, a newborn Ekans's bite is not venomous;Ekans;22
This Pokémon grows longer with age;Ekans;22
Ekans lives in grassy savannas and plains, where it moves stealthily through grass;Ekans;22
It can also be found in forests and desolate wastelands, where it preys on Eggs from Pidgey and Spearow nests, but will strike other prey from behind;Ekans;22
By flicking its tongue out, it is able to detect danger and the scent of prey;Ekans;22
Its jaw can detach to swallow large prey, but such a meal can make Ekans too heavy to move or become stuck and cause it to faint;Ekans;22
It wraps itself around tree branches at night to rest;Ekans;22
If not in a tree, it will coil itself up—a position in which it can defend itself from all directions;Ekans;22
In the second movie, it is revealed to possess some swimming abilities;Ekans;22
In Generation I, Glare was its signature move;Ekans;22
Arbok bears a resemblance to a cobra, with the majority of its body being purple;Arbok;23
Arbok has a hood much like a cobra, though it has never been shown to be able to retract it;Arbok;23
There is a red, black and yellow pattern on their hood that looks somewhat like an angry face to intimidate other Pokémon;Arbok;23
It is known that there are six different patterns on Arbok, each one appearing in a different generation;Arbok;23
This Pokémon is extremely territorial;Arbok;23
Arbok are known to be vengeful and are absolutely ruthless in pursuing anyone or thing that angers them;Arbok;23
They are also known to hunt smaller Pokémon like Woopers and are capable of slithering to higher places such as trees to do so;Arbok;23
Arbok has the abilities Intimidate and Shed Skin along with the hidden ability Unnerve;Arbok;23
Intimidate lowers the opponent's attack stat when the player enters battle while Shed Skin cures Arbok from status ailments at the end of a turn with a 30% chance;Arbok;23
Unnerve prevents the opponent from eating its berry;Arbok;23
A powerful constrictor, Arbok can crush a steel barrel in its mighty coils;Arbok;23
Arbok is the evolved form of Ekans, as of level 22;Arbok;23
Arbok is a serpentine Pokémon that resembles a cobra;Arbok;23
It has narrow eyes and several sharp teeth;Arbok;23
Just below its head is a large hood with a face-like pattern;Arbok;23
This pattern has over 20 possible variations;Arbok;23
The pattern typically has two red and yellow eyespots outlined in black, a wide black streak resembling an upturned mouth, and a black V-shaped stripe above the eyespots;Arbok;23
Arbok is capable of crushing opponents by coiling its body around them and squeezing them tightly;Arbok;23
It can even flatten steel oil drums;Arbok;23
If it encounters an enemy, it raises its head, mimics, and stuns the opponent using the frightening pattern on its body;Arbok;23
It can also make eerie sounds by expelling air from its mouth;Arbok;23
It has been stated that if any part of Arbok's body except for the head is cut off, it can regrow the rest of its body again in a matter of a few weeks;Arbok;23
It also has the ability to detect vibrations as shown in the anime;Arbok;23
Arbok has been known to be capable of spending long periods underwater and surviving in aquatic environments;Arbok;23
One particular Arbok could change its pattern at any time to increase power to different stats and get invulnerability to status conditions, if the pattern is uncovered;Arbok;23
Arbok is territorial;Arbok;23
It lashes out at intruders with long fangs tipped with deadly venom;Arbok;23
Vengeful in nature, it will not give up a chase once it targets its prey or an opponent, no matter how far;Arbok;23
It makes its home in grassy savannas and plains, but it can also be found in forests and desolate wastelands alongside its pre-evolved form Ekans;Arbok;23
In the wild, it hunts smaller Pokémon such as Wooper, and also preys on Pidgey and Spearow Eggs;Arbok;23
When hunting, it uses the pattern on its hood to immobilize prey, then it begins constricting them, and it finally poisons the target to finish them off and eat them;Arbok;23
In Generation I, Glare was its signature move;Arbok;23
Pikachu are small, and cute mouse-like Pokémon;Pikachu;24
They are almost completely covered by yellow fur;Pikachu;24
They have long yellow ears that are tipped with black;Pikachu;24
A Pikachu's back has two brown stripes, and its large tail is notable for being shaped like a lightning bolt, yet its brown tip is almost always forgotten;Pikachu;24
Pikachu have short arms with five tiny fingers on forehands and three sharp fingers on their hind legs;Pikachu;24
On its cheeks are two circle-shaped red pouches used for storing electricity;Pikachu;24
They turn yellow and spark with electricity when it's about to use an Electric attack, such as Thunderbolt;Pikachu;24
It has also been known to generate small surges of electrical energy in anger or for protection, like in the anime;Pikachu;24
A female Pikachu looks almost exactly the same as a male, with the exception of her tail, which is rounded at the end and has an inward dent, giving it the appearance of a heart;Pikachu;24
However, in earlier anime episodes, and in the games prior to Generation IV, female and male Pikachu look identical;Pikachu;24
As Gigantamax Pikachu, it becomes larger and chubbier (similar to its Generation 1 design);Pikachu;24
Its tail becomes longer and stores all of the electricity it generates, causing it to glow a bright yellow and enabling it to become as powerful as a Iightning strike;Pikachu;24
Its power is equal to that a power plant however, it is difficult to use it in peoples' homes since Pikachu can only remain in its Gigantamax form for a short time;Pikachu;24
When several of these Pokémon gather, their electricity can cause lightning storms;Pikachu;24
A Shiny Pikachu is slightly orange;Pikachu;24
In A Plethora of Pikachu!, according to Pikala, the fur from Pikachu in the Kanto region sparkles in sunlight, while the Pikachu from Alola fur is silky smooth and shines in sunlight;Pikachu;24
Pikachu are usually friendly creatures that love to be cuddled;Pikachu;24
They love having their tails rubbed, especially at the base they also like being stroked;Pikachu;24
However, if threatened or angered, this Pokémon can be quite aggressive;Pikachu;24
If someone pulls or steps on its tail, it is most likely it will bite or shock anyone in the area, including the one who pulled its tail;Pikachu;24
However, in the anime and in the wild of the Kanto region they live in big groups deep in forests and are wary of humans;Pikachu;24
In Kanto according to Ash in PJ035, Pikachu also greet one another by shocking them and sometimes they'll gather up in big groups to search for Thunderstones so they can evolve;Pikachu;24
The Pikachu that live in the Pikachu Valley in Alola in the anime, greet each other by sniffing one another and rubbing their tails together;Pikachu;24
Also, they can start duels with one another by sending electric signals and the winner is decided when the opponent's tail is bitten;Pikachu;24
Pikachu's special ability is Static, which can cause paralysis in battle if hit by a physical move;Pikachu;24
In Pokémon Black and White's Dream World, the Trainer receives a Pikachu with the Lightning Rod ability;Pikachu;24
Pikachu are capable of learning Volt Tackle, a powerful Electric-type physical move exclusive to the Pikachu family of Pokémon;Pikachu;24
Partner Pikachu is also capable to learning special moves: Zippy Zap, Floaty Fall, Splishy Splash, and the Partner Power, Pika Papow;Pikachu;24
Pikachu is one of the few Pokémon in Sun and Moon which have a special Z-Move dedicated to them;Pikachu;24
The Z-Move Catastropika is Pikachu's signature move;Pikachu;24
The move is activated by the Z-Crystal, Pikanium Z;Pikachu;24
Its base is Volt Tackle;Pikachu;24
Catastropika can be learned only by a Pikachu with Volt Tackle, and becomes unusable if Volt Tackle is forgotten or if the Pikachu evolves into Raichu;Pikachu;24
The Z-Move 10,000,000 Volt Thunderbolt is Ash Pikachu's signature move;Pikachu;24
The move is activated by the Z-Crystal, Pikashunium Z;Pikachu;24
Its base is Thunderbolt;Pikachu;24
Pikachu, being an Electric-type, is capable of using the Z-Crystal, Electrium Z, to use the Z Move Gigavolt Havoc;Pikachu;24
Pikachu is one of the 32 Pokémon in Sword and Shield that can Gigantamax by having a special member from it species or, with The Isle of Armor Expansion Pass, using Max Soup on a Pikachu;Pikachu;24
Gigantamax Pikachu is the only known Pokémon capable of using the G-Max Move, G-Max Volt Crash;Pikachu;24
Pikachu evolves into a Raichu by using a Thunder Stone;Pikachu;24
It evolves from Pichu when its happiness is maxed with the trainer in game;Pikachu;24
It will evolve into Alolan Raichu if using a Thunder Stone in the Alola region;Pikachu;24
Pikachu is a short, chubby rodent Pokémon;Pikachu;24
It is covered in yellow fur with two horizontal brown stripes on its back;Pikachu;24
It has a small mouth, long, pointed ears with black tips, and brown eyes;Pikachu;24
Each cheek is a red circle that contains a pouch for electricity storage;Pikachu;24
It has short forearms with five fingers on each paw, and its feet each have three toes;Pikachu;24
At the base of its lightning bolt-shaped tail is a patch of brown fur;Pikachu;24
A female will have a V-shaped notch at the end of its tail, which looks like the top of a heart;Pikachu;24
It is classified as a quadruped, but it has been known to stand and walk on its hind legs;Pikachu;24
The anime has shown that wild Pikachu live in groups in forested areas;Pikachu;24
Pikachu communicate amongst themselves using squeaks and tail-shaking as friendly gestures;Pikachu;24
In the anime, Alolan Pikachu are known to greet each other by sniffing one another and rubbing their tails together;Pikachu;24
Electricity can be used to receive and send messages with each other, as well as other Electric Pokémon species;Pikachu;24
It raises its tail to check its surroundings and is occasionally struck by lightning in this position;Pikachu;24
When groups grow, they can inadvertently cause lightning storms;Pikachu;24
Pikachu forage for Berries, which it roasts with electricity to make them tender enough to eat;Pikachu;24
A sure sign that Pikachu inhabits a location is patches of burnt grass;Pikachu;24
It has been observed eating and sometimes destroying telephone poles, wires, and other electronic equipment;Pikachu;24
By occasion, it can get unintentionally swallowed by Cramorant;Pikachu;24
While startled, it looks for ways to escape from the latter;Pikachu;24
Pikachu charges itself while sleeping overnight, though stress and a lack of sleep can affect this;Pikachu;24
It is able to release electric discharges of varying intensity;Pikachu;24
Pikachu has been known to build up energy in its glands, which it will need to discharge to avoid complications;Pikachu;24
It is also able to release energy through its tail, which acts as a grounding rod, as well as recharging fellow Pikachu with electric shocks;Pikachu;24
Pikachu has three alternate forms: the first one, Cosplay Pikachu, appeared exclusively in Pokémon Omega Ruby and Alpha Sapphire;Pikachu;24
It is always female, has a black heart-shaped spot at the end of its tail, and can be dressed in any of five outfits corresponding to the five Contest conditions;Pikachu;24
The second form is Pikachu in a cap, which debuted as an event-exclusive Pokémon in Generation VII;Pikachu;24
It is always male and has eight variants, each wearing one of Ash's hats from the anime;Pikachu;24
In addition to these two forms, many other Pikachu variants have appeared in various media;Pikachu;24
The last, the partner Pikachu, is the Pokémon the player starts with in Pokémon: Let's Go, Pikachu!;Pikachu;24
This Pikachu can be either gender, has higher base stats, and has access to moves that normal Pikachu do not;Pikachu;24
As Gigantamax Pikachu, it becomes larger and chubbier;Pikachu;24
Its tail becomes longer and becomes capable of storing all of the electricity it generates, causing it to glow a bright yellow and enabling it to become as powerful as a lightning strike;Pikachu;24
Three red clouds float around the tail;Pikachu;24
Its power is equal to that of a power plant however, it is difficult to use it in peoples' homes since Pikachu can only remain in its Gigantamax form for a short time;Pikachu;24
Pikachu and its evolutionary relatives are the only known Pokémon capable of learning the move Volt Tackle;Pikachu;24
Pikachu is the only known Pokémon capable of using the Z-Move Catastropika;Pikachu;24
Pikachu is also the only known Pokémon capable of using the Light Ball item;Pikachu;24
Pikachu in a cap is the only known Pokémon capable of using the Z-Move 10,000,000 Volt Thunderbolt;Pikachu;24
The partner Pikachu is the only known Pokémon capable of learning the moves Zippy Zap, Floaty Fall, and Splishy Splash, as well as the partner power Pika Papow;Pikachu;24
Gigantamax Pikachu is the only known Pokémon capable of using the G-Max Move G-Max Volt Crash;Pikachu;24
Raichu is a rodent-like Pokémon, similar to its previous evolution forms;Raichu;25
Unlike Pichu or Pikachu, which both have yellow fur, Raichu has orange fur with two strips ofbrown fur on its back;Raichu;25
